Beta,Gamma,Rho,k,Eta,N,loglik,loglik.se
3.494947093618016,2,0.05430134749867021,10.000000000000002,0.6366666666666666,38000,-104.2806057950463,0.0402030311234374
3.9350954020979447,2,0.06107209361297917,10.000000000000002,0.5643589743589743,38000,-104.29524278580512,0.03049205370065082
3.759127112578128,2,0.05869673406388059,10.000000000000002,0.5894425976895113,38000,-104.29636913533268,0.03139779814007613
3.695505102680688,2,0.05751163706228542,10.000000000000002,0.6014996429707364,38000,-104.3044637561432,0.03125580715143962
3.616143559295332,2,0.05751163706228542,10.000000000000002,0.6125641025641025,38000,-104.31104267408648,0.02252865803447108
3.63141264545095,2,0.05731619975746321,10.000000000000002,0.6125641025641025,38000,-104.31426405621414,0.04060844076588836
3.909510157306272,2,0.06069798686193216,10.000000000000002,0.5662502629062508,38000,-104.31480777868748,0.03524326811459608
3.638100744534628,2,0.05613204654172569,10.000000000000002,0.6125641025641025,38000,-104.3172511445949,0.04030789284763482
3.7234349745974114,2,0.05713914694074278,10.000000000000002,0.5970060759744807,38000,-104.31813332548792,0.03564830343470802
3.6262246623554617,2,0.05604175201417722,10.000000000000002,0.6125641025641025,38000,-104.31881635254442,0.02317675466295223
3.7610371400443663,2,0.05869673406388059,10.000000000000002,0.5884615384615384,38000,-104.3195031981602,0.03618131482535065
3.796846877024171,2,0.05911644357587316,10.000000000000002,0.5867225622384172,38000,-104.32087791505424,0.02443665829579903
3.482587530634969,2,0.05470017275636984,10.000000000000002,0.6366666666666666,38000,-104.32148332716974,0.01619319133567548
4.283411580589489,2,0.06601525405214047,10.000000000000002,0.5161538461538461,38000,-104.32153766394124,0.02834836582875255
4.092610607015198,2,0.06310669196700211,10.000000000000002,0.5435674650835828,38000,-104.3221058664284,0.03896367495987577
3.2452837756365636,2,0.05119621810196727,10.000000000000002,0.6844275503274908,38000,-104.32403009511452,0.04450598550521596
4.291617526676569,2,0.06685507107544231,10.000000000000002,0.5161538461538461,38000,-104.32524408743836,0.02655859344447656
4.291228997213692,2,0.06754584255650634,10.000000000000002,0.5161538461538461,38000,-104.32690826608692,0.03241511533589789
4.109102227000138,2,0.06321805291253625,10.000000000000002,0.5402564102564102,38000,-104.32776260482272,0.03703768573817273
3.365571224165602,2,0.0522567335802553,10.000000000000002,0.6607692307692307,38000,-104.32885620677096,0.03078351645024586
3.4183494297670882,2,0.0528552136130512,10.000000000000002,0.6523503499860265,38000,-104.33014110296354,0.03677828545660988
